AGC,RAJ2000,DEJ2000,Dist,e_Dist,Vc,e_Vc,HIflux,e_HIflux,W85,e_W85,Af,e_Af,Ac,e_Ac,Cv,e_Cv,K,e_K,S/N,sigma,logMHI,e_logMHI,Notes,SDSS,SimbadName,LEDA
000218,5.7075,6.96389,168.5,2.3,12135,4,2.73,0.43,151,10,1.07,0.08,1.14,0.12,3.47,0.27,0.029,0.016,29.7,1.8,10.26,0.07,1,,UGC 000218,LEDA
000219,5.73792,16.25278,87.9,18.5,5235,4,5.84,0.92,247,15,1.02,0.07,1.04,0.11,2.73,0.19,-0.067,0.015,47.0,2.2,10.03,0.2,1,*,UGC 000219,LEDA
000221,5.79542,27.43194,54.6,2.4,3913,5,1.99,0.31,130,8,1.03,0.12,1.06,0.13,3.69,0.31,0.034,0.016,17.3,2.4,9.15,0.08,1,,UGC 000221,LEDA
000222,5.78292,35.14722,86.5,2.4,6140,18,1.25,0.22,255,31,1.0,0.2,1.43,0.39,4.08,0.64,0.021,0.033,7.9,2.5,9.35,0.08,1,,UGC 000222,LEDA
000223,5.815,20.26583,80.7,2.3,5722,4,2.62,0.41,158,10,1.0,0.07,1.06,0.11,2.88,0.21,-0.05,0.016,21.6,2.4,9.6,0.07,1,,UGC 000223,LEDA
000226,5.95083,14.68361,64.6,13.1,5309,4,3.97,0.63,222,13,1.03,0.07,1.37,0.14,3.09,0.22,-0.026,0.016,38.3,1.9,9.59,0.19,1,,UGC 000226,LEDA
000228,5.98583,24.30583,85.5,17.1,5680,4,7.7,1.22,249,15,1.01,0.07,1.05,0.11,2.97,0.21,-0.046,0.015,53.6,2.4,10.12,0.19,1,,UGC 000228,LEDA
000229,5.9725,28.3325,98.4,2.2,7227,4,2.38,0.37,224,14,1.04,0.08,1.2,0.13,2.74,0.2,-0.059,0.016,24.5,1.7,9.74,0.07,1,,UGC 000229,LEDA
000230,5.9975,15.77056,74.8,2.3,5315,3,13.42,2.12,125,8,1.04,0.07,1.06,0.11,2.99,0.21,-0.02,0.015,106.7,2.5,10.25,0.07,1,*,UGC 000230,LEDA
000231,6.01083,16.48611,18.4,3.8,847,3,44.36,7.01,180,11,1.06,0.07,1.15,0.12,3.22,0.23,-0.019,0.015,304.9,2.8,9.55,0.19,1,,UGC 000231,LEDA
000232,6.16125,33.25583,68.0,2.3,4854,3,4.56,0.72,222,14,1.03,0.07,1.03,0.11,3.48,0.25,0.014,0.016,33.6,2.3,9.7,0.07,1,,UGC 000232,LEDA
000233,6.17833,14.82444,74.3,2.2,5283,3,3.51,0.56,114,7,1.03,0.07,1.06,0.11,2.97,0.22,-0.029,0.017,41.0,2.0,9.66,0.07,1,*,UGC 000233,LEDA
000234,6.19333,29.55972,58.6,12.2,4664,9,1.32,0.21,228,18,1.05,0.08,1.16,0.14,2.69,0.29,-0.041,0.022,13.0,1.5,9.03,0.19,1,,UGC 000234,LEDA
000238,6.26375,31.34417,92.6,2.3,6796,4,7.55,1.2,360,22,1.06,0.07,1.01,0.11,2.72,0.19,-0.064,0.015,40.2,2.7,10.18,0.07,1,,UGC 000238,LEDA
000240,6.2925,6.49056,118.8,2.3,8653,4,7.05,1.11,320,21,1.14,0.08,1.51,0.16,3.23,0.26,-0.005,0.016,28.3,3.7,10.37,0.07,1,,UGC 000240,LEDA
000241,6.32042,12.88361,72.7,2.2,5174,5,3.49,0.55,280,17,1.14,0.09,1.14,0.14,2.9,0.26,-0.046,0.017,17.9,3.0,9.64,0.07,1,,UGC 000241,LEDA
000242,6.37042,20.23722,61.5,2.3,4399,3,6.47,1.02,237,14,1.02,0.07,1.07,0.11,2.78,0.2,-0.052,0.016,47.4,2.3,9.76,0.08,1,,UGC 000242,LEDA
000244,6.375,24.81083,55.5,11.4,4552,5,2.74,0.43,201,13,1.02,0.08,1.0,0.1,2.8,0.22,-0.044,0.017,19.5,2.5,9.3,0.19,1,,UGC 000244,LEDA
000245,6.45875,5.415,162.9,2.3,11758,11,2.48,0.43,377,46,1.0,0.13,1.16,0.34,2.4,0.4,-0.087,0.034,9.3,3.4,10.19,0.08,1,,UGC 000245,LEDA
000246,6.49917,29.21167,66.9,2.4,4785,4,2.96,0.46,267,16,1.14,0.08,1.52,0.17,3.03,0.22,-0.012,0.017,23.2,2.0,9.5,0.07,1,,UGC 000246,LEDA
000247,6.49583,14.34778,154.8,2.3,11178,6,3.13,0.49,288,18,1.0,0.07,1.0,0.11,2.49,0.18,-0.071,0.016,20.4,2.5,10.25,0.07,1,*,UGC 000247,LEDA
000248,6.52958,25.72528,140.5,2.3,10159,4,7.62,1.21,440,27,1.09,0.08,1.23,0.13,3.29,0.23,-0.033,0.016,46.0,2.2,10.55,0.07,1,,UGC 000248,LEDA
000249,6.54292,13.65361,74.2,2.4,5271,3,7.93,1.26,203,12,1.01,0.07,1.02,0.1,3.97,0.28,0.032,0.015,56.0,2.5,10.01,0.07,1,,UGC 000249,LEDA
000250,6.52917,16.43667,176.7,2.3,12724,8,2.18,0.34,337,23,1.38,0.11,1.0,0.12,2.71,0.25,-0.075,0.025,12.1,2.5,10.21,0.07,1,,UGC 000250,LEDA
000252,6.60417,1.02,75.0,2.2,5332,8,2.0,0.31,205,14,1.28,0.12,1.7,0.21,3.33,0.27,0.003,0.023,12.7,2.8,9.42,0.07,1,*,UGC 000252,LEDA
000253,6.61042,6.28222,158.4,2.4,11434,5,3.77,0.59,240,17,1.11,0.08,1.13,0.13,2.88,0.31,-0.008,0.019,18.2,3.3,10.35,0.07,1,,UGC 000253,LEDA
000255,6.70292,31.70306,86.7,17.1,6295,4,4.7,0.74,347,21,1.04,0.07,1.02,0.11,2.96,0.22,-0.041,0.017,30.1,2.1,9.92,0.18,1,,UGC 000255,LEDA
000260,6.76208,11.58389,29.1,5.8,2140,3,34.26,5.42,229,14,1.05,0.07,1.13,0.11,2.93,0.2,-0.04,0.015,252.0,2.1,9.84,0.19,1,,UGC 000260,LEDA
000261,6.82167,24.16917,101.1,2.3,7408,5,2.33,0.36,369,32,1.0,0.09,1.35,0.16,4.07,0.33,0.053,0.023,17.6,2.0,9.75,0.07,1,,UGC 000261,LEDA
000265,6.80958,20.07167,78.9,2.3,5592,5,1.88,0.29,189,14,1.0,0.08,1.23,0.13,2.59,0.21,-0.078,0.019,17.1,2.2,9.44,0.07,1,,UGC 000265,LEDA
000268,6.89792,8.87722,180.9,2.3,13016,8,0.6,0.11,64,13,1.0,0.18,1.0,0.28,4.42,0.7,0.057,0.036,5.7,2.8,9.67,0.08,2,,UGC 000268,LEDA
000270,6.98875,32.775,69.2,2.2,4928,3,2.29,0.36,148,11,1.09,0.09,1.0,0.11,3.3,0.25,-0.018,0.019,18.7,2.5,9.41,0.07,1,,UGC 000270,LEDA
000273,7.02792,25.99639,78.9,2.3,5604,5,2.66,0.42,145,9,1.0,0.07,1.08,0.13,2.52,0.19,-0.058,0.016,22.7,2.4,9.59,0.07,1,,UGC 000273,LEDA
000275,6.99417,2.50722,42.3,8.7,4383,3,8.56,1.35,190,12,1.06,0.08,1.17,0.12,3.08,0.22,-0.023,0.015,59.6,2.6,9.56,0.19,1,,UGC 000275,LEDA
000277,7.0575,3.23333,61.3,4.3,4362,4,4.66,0.73,225,14,1.0,0.08,1.05,0.11,2.83,0.2,-0.053,0.015,28.1,3.0,9.62,0.09,1,,UGC 000277,LEDA
000278,7.08833,27.36889,132.3,2.4,9604,7,2.93,0.46,319,20,1.04,0.08,1.26,0.15,2.4,0.17,-0.073,0.016,18.1,2.3,10.08,0.07,"1,r",,UGC 000278,LEDA
000279,7.06375,30.8025,84.3,17.8,6308,4,11.05,1.75,357,22,1.07,0.08,1.25,0.13,3.24,0.23,-0.006,0.015,57.3,2.6,10.27,0.2,1,,UGC 000279,LEDA
000281,7.09208,2.52667,64.0,12.4,4299,4,3.79,0.6,187,12,1.08,0.08,1.17,0.12,3.29,0.24,-0.013,0.018,31.7,2.1,9.56,0.18,1,,UGC 000281,LEDA
000282,7.07708,3.38361,57.1,2.1,4058,3,9.76,1.54,210,13,1.01,0.07,1.08,0.11,4.18,0.3,0.063,0.015,63.0,2.7,9.88,0.08,"1,c",,UGC 000282,LEDA
000283,7.09,3.38917,55.7,2.1,4057,3,8.82,1.4,225,14,1.09,0.08,1.18,0.12,4.22,0.32,0.053,0.017,56.5,2.7,9.81,0.08,"1,c",,UGC 000283,LEDA
000284,7.14333,33.27194,76.6,14.8,4735,4,4.93,0.78,207,12,1.04,0.07,1.07,0.11,2.69,0.19,-0.061,0.015,37.3,2.5,9.83,0.18,1,,UGC 000284,LEDA
000286,7.20917,2.83833,74.9,4.1,5288,8,1.55,0.28,195,26,1.33,0.18,2.32,0.52,3.28,0.63,-0.008,0.04,9.2,3.3,9.31,0.09,1,,UGC 000286,LEDA
000287,7.22708,10.17417,78.2,2.4,5563,4,1.18,0.18,84,8,1.08,0.1,1.32,0.18,4.36,0.45,0.072,0.021,11.0,2.9,9.23,0.07,1,,UGC 000287,LEDA
000290,7.285,15.89889,12.8,2.5,762,3,8.23,1.3,71,5,1.01,0.07,1.05,0.11,3.94,0.28,0.037,0.015,91.7,2.1,8.5,0.18,1,,UGC 000290,LEDA
000291,7.3025,33.10389,67.6,2.2,4799,6,2.76,0.43,186,14,1.12,0.09,1.04,0.12,3.88,0.37,0.051,0.02,17.4,2.8,9.47,0.07,1,,UGC 000291,LEDA
000294,7.34708,31.38194,85.9,2.2,6327,4,2.26,0.36,222,14,1.03,0.08,1.27,0.14,2.95,0.22,-0.029,0.016,25.1,1.6,9.59,0.07,1,,UGC 000294,LEDA
000297,7.43375,21.47556,78.7,2.3,5591,6,2.52,0.4,357,26,1.07,0.08,1.1,0.13,3.33,0.29,-0.026,0.025,15.1,2.4,9.57,0.07,1,,UGC 000297,LEDA
000299,7.4725,31.39306,121.9,24.8,6294,5,3.92,0.62,321,20,1.13,0.08,1.41,0.17,2.4,0.17,-0.084,0.016,26.6,2.3,10.14,0.19,1,,UGC 000299,LEDA
000300,7.5175,3.51278,18.6,2.4,1345,3,4.78,0.76,$\leq$12,2,1.0,0.08,1.13,0.11,4.92,0.37,0.093,0.015,64.3,2.6,8.59,0.13,1,,UGC 000300,LEDA
000301,7.54458,2.09306,74.8,4.4,5368,3,14.73,2.33,347,21,1.07,0.08,1.17,0.12,2.89,0.2,-0.049,0.015,65.7,3.1,10.29,0.09,1,,UGC 000301,LEDA
000302,7.60875,25.14222,76.2,2.4,5410,4,1.5,0.24,97,8,1.15,0.09,1.14,0.12,3.59,0.28,0.005,0.019,18.3,2.1,9.31,0.07,1,,UGC 000302,LEDA
000305,7.6425,13.36583,137.5,2.1,9976,3,5.03,0.8,178,11,1.11,0.08,1.31,0.14,2.44,0.18,-0.079,0.015,41.5,2.2,10.35,0.07,1,,UGC 000305,LEDA
000307,7.71875,10.67139,73.0,2.2,5197,4,6.78,1.07,290,18,1.04,0.07,1.13,0.12,2.83,0.21,-0.047,0.015,42.7,2.4,9.93,0.07,1,,UGC 000307,LEDA
000310,7.82417,28.99306,50.4,10.3,4651,4,3.8,0.6,184,12,1.03,0.08,1.28,0.14,3.07,0.22,-0.022,0.016,27.2,2.7,9.36,0.19,1,,UGC 000310,LEDA
000311,7.83542,30.79222,87.3,2.2,6440,3,8.11,1.28,112,7,1.06,0.08,1.21,0.13,3.38,0.25,0.016,0.017,56.6,2.5,10.16,0.07,1,,UGC 000311,LEDA
000312,7.84958,8.46667,53.7,10.3,4363,3,18.06,2.86,259,16,1.07,0.08,1.19,0.12,4.22,0.3,0.056,0.015,100.9,2.7,10.09,0.18,1,,UGC 000312,LEDA
000313,7.85833,6.20639,29.1,2.3,2102,8,0.96,0.17,86,16,1.01,0.76,1.03,0.56,3.96,0.63,0.039,0.031,8.6,2.7,8.28,0.1,1,,UGC 000313,LEDA
000316,7.89958,14.61194,158.4,2.2,11400,4,4.89,0.77,491,31,1.06,0.08,1.52,0.17,3.0,0.22,-0.032,0.016,28.2,2.3,10.46,0.07,1,,UGC 000316,LEDA
000317,7.93,0.90056,75.2,2.3,5365,3,1.07,0.17,15,3,1.25,0.17,1.45,0.25,4.51,0.35,0.078,0.018,12.5,3.2,9.16,0.07,1,*,UGC 000317,LEDA
000319,8.05042,31.68139,86.1,2.2,6349,3,6.73,1.06,244,15,1.06,0.07,1.11,0.11,3.03,0.21,-0.046,0.015,50.2,2.3,10.07,0.07,1,,UGC 000319,LEDA
000320,8.12875,2.57389,39.8,7.9,2373,3,3.27,0.52,137,8,1.01,0.07,1.11,0.11,2.69,0.2,-0.049,0.016,36.3,2.0,9.09,0.19,1,,UGC 000320,LEDA
000321,8.135,23.39444,58.9,11.2,4671,4,3.68,0.58,191,12,1.0,0.07,1.09,0.11,2.73,0.2,-0.052,0.015,27.2,2.5,9.48,0.18,1,,UGC 000321,LEDA
000323,8.21042,11.73611,59.4,11.5,4928,3,6.69,1.06,249,15,1.11,0.08,1.34,0.13,3.53,0.25,0.012,0.015,51.5,2.2,9.75,0.18,1,,UGC 000323,LEDA
000325,8.26708,22.20139,106.0,2.3,7758,4,2.05,0.32,117,8,1.03,0.08,1.07,0.12,2.73,0.2,-0.052,0.016,22.3,2.0,9.73,0.07,1,,UGC 000325,LEDA
000327,8.31417,7.90472,79.4,15.8,5404,5,2.3,0.36,249,18,1.08,0.08,1.19,0.18,2.08,0.24,-0.105,0.031,15.6,2.5,9.53,0.19,1,,UGC 000327,LEDA
000329,8.40083,2.68056,53.2,10.6,4386,3,10.28,1.63,202,12,1.01,0.07,1.05,0.11,2.63,0.18,-0.072,0.015,102.9,1.8,9.84,0.19,1,,UGC 000329,LEDA
000334,8.47833,31.45,64.7,2.3,4625,3,6.14,0.97,107,7,1.0,0.07,1.05,0.11,3.38,0.24,-0.005,0.015,69.1,2.1,9.78,0.08,1,,UGC 000334,LEDA
000337,8.60333,24.60361,74.9,2.2,5335,3,5.59,0.89,121,7,1.03,0.07,1.03,0.1,3.12,0.22,-0.028,0.015,46.6,2.7,9.87,0.07,1,,UGC 000337,LEDA
000340,8.6025,12.2675,131.0,2.4,9545,5,5.35,0.85,558,35,1.12,0.08,1.57,0.17,2.56,0.18,-0.06,0.017,33.8,2.1,10.34,0.07,1,,UGC 000340,LEDA
000342,8.63625,3.60194,86.8,2.4,6411,4,5.26,0.83,239,15,1.08,0.08,1.06,0.11,2.96,0.22,-0.048,0.017,28.4,3.1,9.97,0.07,1,,UGC 000342,LEDA
000345,8.70375,28.41,53.0,10.8,4171,4,4.33,0.68,162,10,1.14,0.08,1.36,0.14,2.83,0.21,-0.036,0.016,33.3,2.6,9.46,0.19,1,,UGC 000345,LEDA
000346,8.73333,31.94861,77.3,15.0,5914,6,1.41,0.22,309,20,1.0,0.08,1.0,0.11,3.21,0.26,-0.005,0.018,15.1,1.5,9.3,0.18,1,,UGC 000346,LEDA
000348,8.86333,2.935,58.8,2.3,4217,3,2.83,0.45,77,5,1.04,0.08,1.01,0.11,3.92,0.28,0.034,0.016,27.8,2.4,9.36,0.08,1,,UGC 000348,LEDA
000349,8.85083,3.39583,87.1,2.1,6419,4,5.04,0.8,273,17,1.2,0.09,1.3,0.14,4.02,0.29,0.05,0.016,34.0,2.4,9.95,0.07,1,,UGC 000349,LEDA
000351,8.90208,9.12361,93.3,18.8,5311,4,7.35,1.16,566,35,1.05,0.07,1.08,0.11,2.63,0.19,-0.06,0.015,52.2,1.9,10.18,0.19,1,,UGC 000351,LEDA
000352,8.94417,24.23722,74.5,15.2,5155,4,2.11,0.33,154,9,1.02,0.08,1.0,0.11,2.77,0.21,-0.051,0.017,19.6,2.3,9.44,0.19,1,,UGC 000352,LEDA
000353,8.91417,8.99722,79.1,16.0,5083,12,1.62,0.26,268,17,1.08,0.12,1.43,0.25,2.63,0.29,-0.09,0.025,10.2,2.6,9.38,0.19,1,,UGC 000353,LEDA
000354,8.99125,24.0375,78.9,2.3,5606,9,1.46,0.26,224,29,1.17,0.15,1.45,0.34,3.4,0.68,-0.026,0.036,9.9,2.7,9.33,0.08,1,,UGC 000354,LEDA
000355,8.9825,31.87056,86.2,2.4,6359,11,1.9,0.29,396,24,1.02,0.08,1.0,0.16,2.23,0.2,-0.1,0.021,13.1,1.9,9.52,0.07,1,,UGC 000355,LEDA
000356,9.01667,23.95861,82.8,16.0,5249,6,4.08,0.64,503,31,1.23,0.09,1.15,0.12,2.96,0.23,-0.053,0.016,27.9,2.0,9.82,0.18,1,,UGC 000356,LEDA
000357,9.04208,21.46417,127.5,2.3,9252,5,3.39,0.53,267,17,1.21,0.09,1.8,0.2,2.74,0.24,-0.048,0.02,21.3,2.6,10.11,0.07,1,,UGC 000357,LEDA
000358,9.05417,1.71194,76.4,2.2,5445,3,5.57,0.88,75,5,1.14,0.08,1.29,0.13,3.12,0.22,-0.016,0.015,47.7,2.9,9.88,0.07,1,,UGC 000358,LEDA
000359,9.04417,4.635,38.4,7.6,4985,11,1.19,0.21,224,30,1.47,0.21,1.98,0.47,4.22,0.7,0.005,0.045,7.2,3.0,8.62,0.19,2,,UGC 000359,LEDA
000362,9.14208,32.74639,85.7,2.3,6065,4,1.84,0.29,156,10,1.0,0.08,1.03,0.12,3.38,0.25,0.014,0.017,16.6,2.2,9.5,0.07,1,,UGC 000362,LEDA
000365,9.21458,23.99139,97.7,19.2,4569,4,8.2,1.3,485,30,1.19,0.08,1.58,0.16,3.16,0.23,-0.014,0.015,55.7,2.0,10.27,0.18,1,,UGC 000365,LEDA
000369,9.30208,1.94167,60.9,2.3,4365,3,21.64,3.42,271,16,1.03,0.07,1.05,0.1,2.77,0.19,-0.059,0.015,120.3,2.8,10.28,0.08,1,,UGC 000369,LEDA
000370,9.29417,13.0525,63.0,2.3,4504,3,3.3,0.52,95,6,1.12,0.08,1.22,0.13,3.07,0.23,-0.006,0.016,34.4,2.3,9.49,0.08,1,,UGC 000370,LEDA
000371,9.33833,29.14889,74.1,13.4,5267,4,4.02,0.63,309,19,1.1,0.08,1.38,0.16,2.9,0.21,-0.047,0.016,28.4,2.2,9.72,0.17,1,,UGC 000371,LEDA
000373,9.39167,9.55639,167.0,2.4,11990,30,4.67,0.82,569,76,1.82,0.38,5.29,2.14,1.67,0.3,-0.188,0.084,5.5,9.3,10.49,0.08,1,,UGC 000373,LEDA
000374,9.41625,10.3575,64.1,2.2,4582,4,3.37,0.53,190,13,1.22,0.09,1.34,0.15,2.98,0.23,-0.038,0.019,23.9,2.6,9.51,0.07,1,,UGC 000374,LEDA
000376,9.47542,32.68889,74.8,15.1,4822,3,6.31,1.0,191,12,1.02,0.07,1.0,0.1,2.73,0.19,-0.058,0.015,62.6,1.9,9.92,0.19,1,,UGC 000376,LEDA
000377,9.44708,4.02389,74.8,2.3,5341,5,1.18,0.18,141,11,1.0,0.09,1.49,0.21,3.65,0.28,-0.016,0.019,10.2,2.5,9.19,0.07,1,,UGC 000377,LEDA
000379,9.49042,5.14778,60.8,12.2,5226,4,2.98,0.47,175,11,1.11,0.08,1.08,0.12,2.7,0.2,-0.047,0.016,26.8,2.3,9.42,0.19,1,,UGC 000379,LEDA
000380,9.49042,8.63444,60.8,11.7,5288,3,13.27,2.1,320,19,1.0,0.07,1.12,0.11,2.8,0.2,-0.056,0.015,77.4,2.6,10.06,0.18,1,,UGC 000380,LEDA
000382,9.55208,2.72806,73.9,4.3,5263,4,6.22,0.99,401,24,1.01,0.07,1.1,0.11,2.81,0.2,-0.056,0.015,38.0,2.3,9.9,0.09,1,,UGC 000382,LEDA
000384,9.59208,32.63778,65.8,2.2,4709,3,4.66,0.74,170,10,1.08,0.08,1.2,0.12,3.08,0.22,-0.048,0.016,41.3,2.4,9.68,0.07,1,,UGC 000384,LEDA
000385,9.60292,13.48556,154.3,2.3,11137,6,1.19,0.19,116,9,1.06,0.09,1.29,0.17,3.1,0.27,-0.021,0.02,11.6,2.4,9.83,0.07,1,,UGC 000385,LEDA
000386,9.59875,15.03917,38.7,7.2,5392,9,1.09,0.19,214,29,1.0,0.14,1.48,0.33,2.29,0.37,-0.077,0.037,9.3,2.2,8.59,0.18,1,,UGC 000386,LEDA
000388,9.6325,30.28944,82.0,16.5,5398,4,2.44,0.39,237,14,1.09,0.08,1.3,0.15,2.39,0.18,-0.086,0.017,28.3,1.6,9.59,0.19,1,,UGC 000388,LEDA
000393,9.66583,17.4025,125.3,25.5,5430,5,4.35,0.68,346,21,1.11,0.08,1.18,0.13,2.6,0.19,-0.063,0.017,28.0,2.4,10.21,0.19,1,,UGC 000393,LEDA
000397,9.72792,7.06278,168.3,2.4,12131,8,0.68,0.12,147,26,1.42,0.26,1.64,0.64,9.46,0.7,0.221,0.052,6.8,2.2,9.66,0.08,1,,UGC 000397,LEDA
000398,9.73875,25.63917,63.8,4.3,4614,4,2.07,0.33,182,11,1.07,0.08,1.03,0.11,3.09,0.23,-0.031,0.016,24.7,1.7,9.3,0.09,1,,UGC 000398,LEDA
000399,9.77125,6.02083,42.1,8.3,5241,9,1.2,0.22,192,23,1.0,0.13,1.0,0.3,2.22,0.38,-0.104,0.035,8.2,2.8,8.7,0.19,1,,UGC 000399,LEDA
000400,9.82625,29.65806,77.4,2.2,5500,4,2.96,0.47,158,10,1.03,0.08,1.21,0.13,2.95,0.21,-0.027,0.015,27.0,2.2,9.62,0.07,1,,UGC 000400,LEDA
000401,9.80583,0.86361,59.0,4.2,4096,5,2.18,0.34,168,18,1.06,0.08,1.08,0.14,3.88,0.34,0.044,0.022,14.1,3.1,9.25,0.09,1,*,UGC 000401,LEDA
000402,9.82792,3.95222,74.1,2.3,5312,4,7.35,1.16,198,12,1.34,0.1,2.1,0.22,4.14,0.33,0.051,0.016,46.9,2.9,9.98,0.07,1,,UGC 000402,LEDA
000403,9.82542,13.09944,143.7,2.3,10548,7,3.28,0.51,303,21,1.4,0.12,2.21,0.28,3.9,0.35,0.04,0.021,16.6,2.9,10.2,0.07,"2,c",,UGC 000403,LEDA
000404,9.83917,13.11333,146.7,2.4,10596,5,3.29,0.52,212,18,1.01,0.08,1.28,0.17,4.26,0.33,0.077,0.018,25.0,2.4,10.22,0.07,"1,c",,UGC 000404,LEDA
000409,9.85208,4.56861,72.3,2.3,5159,5,1.36,0.22,162,13,1.04,0.11,1.78,0.2,3.29,0.25,-0.017,0.018,12.8,2.2,9.22,0.07,1,,UGC 000409,LEDA
000414,9.84583,2.7975,73.8,4.4,5247,6,2.84,0.45,188,12,1.0,0.08,1.2,0.13,2.88,0.22,-0.049,0.018,18.8,2.8,9.56,0.09,1,,UGC 000414,LEDA
000415,9.88833,3.13861,64.0,2.3,4629,4,8.32,1.32,391,24,1.14,0.08,1.41,0.14,3.26,0.23,0.0,0.015,57.6,2.0,9.91,0.08,1,,UGC 000415,LEDA
000416,9.88708,3.93306,66.3,2.3,4743,4,2.22,0.35,146,9,1.04,0.08,1.07,0.14,2.66,0.2,-0.061,0.016,21.6,2.1,9.36,0.07,1,,UGC 000416,LEDA
000417,9.86625,4.175,88.5,2.2,6283,8,0.98,0.18,111,17,1.09,0.15,1.09,0.28,2.46,0.7,-0.068,0.035,8.5,2.5,9.26,0.08,1,,UGC 000417,LEDA
000418,9.90667,8.96528,69.5,13.8,4414,4,8.61,1.36,331,20,1.1,0.08,1.46,0.15,2.92,0.21,-0.052,0.015,61.7,2.1,9.99,0.19,1,,UGC 000418,LEDA
000419,9.895,0.86,58.9,4.3,4401,4,5.26,0.83,202,12,1.05,0.08,1.07,0.11,3.0,0.22,-0.042,0.015,34.9,2.9,9.63,0.09,1,*,UGC 000419,LEDA
000420,9.895,2.88722,73.8,4.4,5159,5,4.62,0.72,355,22,1.05,0.08,1.23,0.14,3.02,0.23,-0.04,0.016,21.1,3.2,9.77,0.09,1,,UGC 000420,LEDA
000425,10.045,22.71528,82.2,2.4,5841,3,1.52,0.24,86,6,1.02,0.08,1.01,0.11,4.23,0.33,0.039,0.016,20.8,1.9,9.39,0.07,1,,UGC 000425,LEDA
000433,10.26542,31.73306,76.6,14.7,4649,4,7.51,1.19,363,22,1.03,0.07,1.18,0.12,2.95,0.21,-0.026,0.015,56.4,1.9,10.02,0.18,1,,UGC 000433,LEDA
000436,10.29167,16.46861,76.4,2.3,5445,8,3.35,0.52,299,19,1.09,0.08,1.02,0.12,2.6,0.24,-0.076,0.018,13.5,4.0,9.66,0.07,1,,UGC 000436,LEDA
000437,10.32208,3.50333,65.3,2.4,4671,4,1.53,0.24,154,14,1.0,0.08,1.0,0.12,2.23,0.32,-0.063,0.023,15.1,2.2,9.19,0.07,1,,UGC 000437,LEDA
000438,10.36583,25.5,60.0,12.3,4538,4,6.28,0.99,321,19,1.1,0.08,1.13,0.11,2.97,0.21,-0.046,0.015,63.7,1.5,9.73,0.19,1,,UGC 000438,LEDA
000441,10.42,10.82639,163.4,2.2,11776,4,2.02,0.32,73,6,1.11,0.09,1.02,0.11,3.55,0.28,0.018,0.016,14.3,3.4,10.11,0.07,1,,UGC 000441,LEDA
000442,10.46583,32.99083,80.2,16.0,4937,4,4.71,0.75,198,12,1.11,0.08,1.21,0.13,2.69,0.19,-0.057,0.015,41.3,2.2,9.85,0.19,1,,UGC 000442,LEDA
000443,10.5325,33.40611,52.7,10.6,6242,4,2.51,0.39,181,11,1.07,0.08,1.06,0.12,4.07,0.31,0.021,0.017,14.4,3.3,9.22,0.19,1,,UGC 000443,LEDA
000446,10.615,33.18583,88.3,2.4,6250,3,4.32,0.68,146,9,1.11,0.08,1.1,0.12,2.72,0.21,-0.052,0.015,38.0,2.3,9.9,0.07,1,,UGC 000446,LEDA
000448,10.59208,29.64139,72.4,4.3,4859,3,6.21,0.98,156,10,1.01,0.07,1.05,0.11,3.1,0.22,-0.021,0.015,64.9,1.8,9.89,0.09,"1,p",,UGC 000448,LEDA
000449,10.59333,29.69833,72.4,4.3,5292,4,4.51,0.71,205,12,1.2,0.09,1.47,0.16,2.96,0.21,-0.045,0.016,30.9,2.7,9.75,0.09,"1,p",,UGC 000449,LEDA
000450,10.56583,0.84556,97.7,20.3,5334,8,2.74,0.43,344,27,1.0,0.07,1.17,0.14,2.51,0.25,-0.063,0.025,13.6,3.0,9.79,0.19,1,*,UGC 000450,LEDA
000453,10.66542,29.875,69.5,13.3,4856,6,1.51,0.23,154,10,1.17,0.11,1.23,0.16,2.4,0.23,-0.084,0.019,12.5,2.5,9.24,0.18,1,,UGC 000453,LEDA
000457,10.72208,33.52278,76.9,16.1,6230,10,2.16,0.38,256,32,1.0,0.19,1.18,0.33,3.2,0.7,0.001,0.033,10.0,3.4,9.48,0.2,1,,UGC 000457,LEDA
000458,10.72708,23.50361,101.3,2.2,7385,4,4.7,0.74,239,17,1.53,0.14,2.15,0.27,5.0,0.4,0.122,0.017,30.6,2.3,10.06,0.07,"1,c",,UGC 000458,LEDA
000459,10.72542,32.58083,66.0,4.3,4825,3,7.13,1.13,130,8,1.06,0.08,1.15,0.12,3.56,0.25,0.015,0.015,76.8,1.9,9.87,0.09,1,,UGC 000459,LEDA
000461,10.86583,-0.12528,56.5,11.6,4176,4,11.6,1.83,261,16,1.08,0.08,1.19,0.12,3.08,0.22,-0.039,0.015,74.6,2.4,9.94,0.19,1,*,UGC 000461,LEDA
000462,10.86458,2.95778,79.1,2.2,5637,3,3.44,0.54,113,7,1.09,0.08,1.25,0.13,3.17,0.23,-0.008,0.015,33.3,2.4,9.71,0.07,1,,UGC 000462,LEDA
000463,10.885,14.3425,62.1,2.3,4451,3,6.03,0.96,192,12,1.07,0.08,1.17,0.12,3.06,0.22,-0.026,0.015,49.1,2.4,9.74,0.08,1,*,UGC 000463,LEDA
000465,10.96167,32.85333,66.0,4.2,4791,7,2.85,0.44,396,25,1.01,0.09,1.37,0.17,3.9,0.34,0.005,0.02,16.3,2.5,9.47,0.09,1,,UGC 000465,LEDA
